Segmento,Marca,Modelo,Versión,Año,error,processing_seconds
AUTOMÓVILES,RENAULT,R9,,,HTTP 500 en consulta inicial,1.1582
AUTOMÓVILES,RENAULT,SAFRANE,3.0I,1992,HTTP 500 en consulta inicial,0.9917
AUTOMÓVILES,RENAULT,SAFRANE,3.0I,1994,HTTP 500 en consulta inicial,1.0116
AUTOMÓVILES,RENAULT,SANDERO,1.5 DCI,2008,Timeout global de extracción agotado (10s),12.1692
AUTOMÓVILES,RENAULT,SANDERO,1.5 DCI,2009,HTTP 500 en consulta inicial,1.0049
AUTOMÓVILES,RENAULT,SANDERO,1.5 DCI,2010,HTTP 500 en consulta inicial,0.9655
AUTOMÓVILES,RENAULT,SANDERO,1.5 DCI,2011,HTTP 500 en consulta inicial,0.9021
AUTOMÓVILES,RENAULT,SANDERO,1.6 16V,,HTTP 500 en consulta inicial,1.0212
AUTOMÓVILES,RENAULT,SANDERO,1.6 16V CVT,,HTTP 500 en consulta inicial,0.9793
AUTOMÓVILES,RENAULT,SANDERO,1.6 16V MT,,HTTP 500 en consulta inicial,1.2109
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2009,HTTP 500 en consulta inicial,0.9399
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2010,HTTP 500 en consulta inicial,1.5672
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2011,HTTP 500 en consulta inicial,1.0803
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2012,HTTP 500 en consulta inicial,0.9661
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2013,HTTP 500 en consulta inicial,0.9218
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2014,HTTP 500 en consulta inicial,0.9754
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2015,HTTP 500 en consulta inicial,1.1345
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2016,HTTP 500 en consulta inicial,0.9047
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2017,HTTP 500 en consulta inicial,1.1388
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2018,HTTP 500 en consulta inicial,0.9425
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2019,HTTP 500 en consulta inicial,1.1041
AUTOMÓVILES,RENAULT,SANDERO,1.6 8V,2020,HTTP 500 en consulta inicial,1.1270
AUTOMÓVILES,RENAULT,SANDERO,2.0 16V,,HTTP 500 en consulta inicial,0.9057
AUTOMÓVILES,RENAULT,SCENIC,,,HTTP 500 en consulta inicial,0.9104
AUTOMÓVILES,RENAULT,STEPWAY,,,HTTP 500 en consulta inicial,0.9932
AUTOMÓVILES,RENAULT,SYMBOL,,,HTTP 500 en consulta inicial,0.9515
AUTOMÓVILES,RENAULT,TWINGO,,,HTTP 500 en consulta inicial,2.7183
AUTOMÓVILES,ROVER,,,,HTTP 500 en consulta inicial,0.9311
AUTOMÓVILES,SAAB,,,,HTTP 500 en consulta inicial,1.3837
AUTOMÓVILES,SEAT,,,,HTTP 500 en consulta inicial,0.9298
AUTOMÓVILES,SERO ELECTRIC,,,,HTTP 500 en consulta inicial,1.6005
AUTOMÓVILES,SHINERAY,,,,HTTP 500 en consulta inicial,0.9833
AUTOMÓVILES,SIAM,,,,HTTP 500 en consulta inicial,0.9537
AUTOMÓVILES,SMART,,,,HTTP 500 en consulta inicial,0.9148
AUTOMÓVILES,SOUEAST,,,,HTTP 500 en consulta inicial,1.2410
AUTOMÓVILES,SUBARU,,,,HTTP 500 en consulta inicial,0.9873
AUTOMÓVILES,SUZUKI,,,,HTTP 500 en consulta inicial,0.9187
AUTOMÓVILES,TOYOTA,4 RUNNER,,,HTTP 500 en consulta inicial,0.9573
AUTOMÓVILES,TOYOTA,86,,,HTTP 500 en consulta inicial,0.9101
AUTOMÓVILES,TOYOTA,AVENSIS,,,HTTP 500 en consulta inicial,1.3431
AUTOMÓVILES,TOYOTA,C-HR,,,HTTP 500 en consulta inicial,1.1941
AUTOMÓVILES,TOYOTA,CAMRY,,,HTTP 500 en consulta inicial,0.9216
AUTOMÓVILES,TOYOTA,CARINA,,,HTTP 500 en consulta inicial,1.0217
AUTOMÓVILES,TOYOTA,CELICA,,,HTTP 500 en consulta inicial,1.0363
AUTOMÓVILES,TOYOTA,COROLLA,1.6,,HTTP 500 en consulta inicial,1.0346
AUTOMÓVILES,TOYOTA,COROLLA,1.8,,HTTP 500 en consulta inicial,0.9514
AUTOMÓVILES,TOYOTA,COROLLA,1.8 16V,,HTTP 500 en consulta inicial,0.9314
AUTOMÓVILES,TOYOTA,COROLLA,1.8 16V CVT,,HTTP 500 en consulta inicial,0.9895
AUTOMÓVILES,TOYOTA,COROLLA,1.8 16V MT,,HTTP 500 en consulta inicial,0.9639
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2009,HTTP 500 en consulta inicial,0.9043
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2010,HTTP 500 en consulta inicial,0.9316
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2011,HTTP 500 en consulta inicial,1.1522
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2012,Timeout global de extracción agotado (10s),10.5737
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2013,Timeout global de extracción agotado (10s),16.8792
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2014,Timeout global de extracción agotado (10s),10.1404
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2015,Timeout global de extracción agotado (10s),10.2244
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2016,Timeout global de extracción agotado (10s),10.0214
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2017,Timeout global de extracción agotado (10s),11.2410
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2018,Timeout global de extracción agotado (10s),10.1552
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2019,Timeout global de extracción agotado (10s),11.2758
AUTOMÓVILES,TOYOTA,COROLLA,1.8 HIBRIDO CVT,2020,Timeout global de extracción agotado (10s),11.4398
AUTOMÓVILES,TOYOTA,COROLLA,2.0 TD,2002,Timeout global de extracción agotado (10s),12.2248
AUTOMÓVILES,TOYOTA,HILUX,2.8 TDI MT,2016,Timeout global de extracción agotado (10s),13.2743
AUTOMÓVILES,TOYOTA,HILUX,3.0 TD,2000,Timeout global de extracción agotado (10s),12.9323
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2005,Timeout global de extracción agotado (10s),12.5422
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2006,HTTP 500 en consulta inicial,1.9479
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2007,HTTP 500 en consulta inicial,1.1539
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2008,HTTP 500 en consulta inicial,1.4836
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2009,HTTP 500 en consulta inicial,0.8949
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2010,HTTP 500 en consulta inicial,0.9054
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2011,HTTP 500 en consulta inicial,0.9960
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2013,HTTP 500 en consulta inicial,0.9280
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI,2014,HTTP 500 en consulta inicial,0.9484
AUTOMÓVILES,TOYOTA,HILUX,3.0 TDI 177CV,,HTTP 500 en consulta inicial,1.2789
AUTOMÓVILES,TOYOTA,HILUX,3.4 V6,,Timeout global de extracción agotado (10s),13.0988
AUTOMÓVILES,TOYOTA,INNOVA,,,HTTP 500 en consulta inicial,0.9214
AUTOMÓVILES,TOYOTA,LAND CRUISER,,,Timeout global de extracción agotado (10s),11.7337
AUTOMÓVILES,TOYOTA,LITE,,,HTTP 500 en consulta inicial,0.9874
AUTOMÓVILES,TOYOTA,PASEO,,,HTTP 500 en consulta inicial,0.9882
AUTOMÓVILES,TOYOTA,PREVIA,,,HTTP 500 en consulta inicial,0.9372
AUTOMÓVILES,TOYOTA,PRIUS,1.8 HIBRID,,HTTP 500 en consulta inicial,0.9193
AUTOMÓVILES,TOYOTA,RAV 4,,,HTTP 500 en consulta inicial,0.8660
AUTOMÓVILES,TOYOTA,SUPRA,,,HTTP 500 en consulta inicial,0.9747
AUTOMÓVILES,TOYOTA,TERCEL,,,HTTP 500 en consulta inicial,0.9847
AUTOMÓVILES,TOYOTA,YARIS,,,HTTP 500 en consulta inicial,0.9914
AUTOMÓVILES,VOLKSWAGEN,,,,HTTP 500 en consulta inicial,0.9109
AUTOMÓVILES,VOLVO,,,,HTTP 500 en consulta inicial,0.8955
COMERCIALES LIVIANOS,,,,,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0674
COMERCIALES PESADOS,AEOLUS,EQ1061T,3.9,,HTTP 500 en consulta inicial,1.1833
COMERCIALES PESADOS,AEOLUS,EQ1061T5D,,,HTTP 500 en consulta inicial,1.0040
COMERCIALES PESADOS,AGRALE,,,,HTTP 500 en consulta inicial,0.9061
COMERCIALES PESADOS,ASTRA,,,,HTTP 500 en consulta inicial,0.9807
COMERCIALES PESADOS,BYD,,,,HTTP 500 en consulta inicial,1.0000
COMERCIALES PESADOS,CHEVROLET,6000,6000,1998,HTTP 500 en consulta inicial,0.9558
COMERCIALES PESADOS,CHEVROLET,6000,6000,1999,HTTP 500 en consulta inicial,0.8753
COMERCIALES PESADOS,CHEVROLET,6000,6000,2001,HTTP 500 en consulta inicial,0.9277
COMERCIALES PESADOS,CHEVROLET,6000,6000,2002,HTTP 500 en consulta inicial,0.9035
COMERCIALES PESADOS,CHEVROLET,6000,6000,2003,HTTP 500 en consulta inicial,1.0803
COMERCIALES PESADOS,CHEVROLET,6000,6000,2004,HTTP 500 en consulta inicial,0.9411
COMERCIALES PESADOS,FORD,CARGO,1517,2005,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0801
COMERCIALES PESADOS,FORD,CARGO,1722 3.9,1999,Timeout global de extracción agotado (10s),12.2357
COMERCIALES PESADOS,FORD,CARGO,1723 4X2 CD MT 37,2016,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0473
COMERCIALES PESADOS,FORD,CARGO,1729-37 CD MT,2016,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0632
COMERCIALES PESADOS,FORD,CARGO,1730 3.9,1999,Timeout global de extracción agotado (10s),12.1720
COMERCIALES PESADOS,FORD,CARGO,1730 3.9,2004,HTTP 502 en consulta inicial,0.0815
COMERCIALES PESADOS,FORD,CARGO,1730 3.9,2005,HTTP 502 en consulta inicial,0.2171
COMERCIALES PESADOS,FORD,CARGO,1731 6X2-53 CN AMT,2018,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0317
COMERCIALES PESADOS,FORD,CARGO,2525 3.9,1997,Timeout global de extracción agotado (10s),10.5237
COMERCIALES PESADOS,FORD,CARGO,2525 3.9,1998,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",12.3648
COMERCIALES PESADOS,FORD,CARGO,2631 3.9,2002,Timeout global de extracción agotado (10s),10.3381
COMERCIALES PESADOS,FORD,CARGO,2631 3.9,2003,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",12.0523
COMERCIALES PESADOS,FORD,CARGO,712E,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0504
COMERCIALES PESADOS,FORD,CARGO,712E,2008,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0889
COMERCIALES PESADOS,FORD,CARGO,712E,2009,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",12.2751
COMERCIALES PESADOS,FORD,CARGO,915,1999,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.1116
COMERCIALES PESADOS,FORD,F-14000,F-14.000,1996,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0573
COMERCIALES PESADOS,FORD,F-4000,3.9,1999,Timeout global de extracción agotado (10s),11.3576
COMERCIALES PESADOS,FORD,F-4000,4.3,1993,Timeout global de extracción agotado (10s),12.6064
COMERCIALES PESADOS,IVECO,EUROCARGO,5.9,2005,Timeout global de extracción agotado (10s),13.5711
COMERCIALES PESADOS,IVECO,EUROCARGO,5.9,2007,Timeout global de extracción agotado (10s),12.5645
COMERCIALES PESADOS,IVECO,EUROCARGO,5.9,2008,Timeout global de extracción agotado (10s),12.5232
COMERCIALES PESADOS,IVECO,EUROCARGO,5.9,2010,Timeout global de extracción agotado (10s),12.1166
COMERCIALES PESADOS,IVECO,STRALIS,12.9,2012,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",16.4484
COMERCIALES PESADOS,IVECO,STRALIS,13.0,2013,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0786
COMERCIALES PESADOS,IVECO,TECTOR,240E28,2020,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",10.0682
COMERCIALES PESADOS,MERCEDES BENZ,712,712C,2002,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",12.0226
COMERCIALES PESADOS,MERCEDES BENZ,712,712C,2003,Timeout global de extracción agotado (10s),15.0378
COMERCIALES PESADOS,MERCEDES BENZ,712,712C,2004,Timeout global de extracción agotado (10s),22.2177
COMERCIALES PESADOS,MERCEDES BENZ,1215,1215C,1999,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",16.8213
COMERCIALES PESADOS,MERCEDES BENZ,1215,1215C,2000,Timeout global de extracción agotado (10s),25.0735
COMERCIALES PESADOS,MERCEDES BENZ,1218,1218,2000,Timeout global de extracción agotado (10s),19.2544
COMERCIALES PESADOS,MERCEDES BENZ,1418,1418,1996,Timeout global de extracción agotado (10s),12.1762
COMERCIALES PESADOS,MERCEDES BENZ,1418,1418,1997,Timeout global de extracción agotado (10s),18.9150
COMERCIALES PESADOS,MERCEDES BENZ,1418,1418,1998,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",14.3242
COMERCIALES PESADOS,MERCEDES BENZ,1418,1418,2001,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=10)",12.0877
COMERCIALES PESADOS,MERCEDES BENZ,1420,1420,1996,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out.",11.1352
COMERCIALES PESADOS,MERCEDES BENZ,921/913/912/914,921/913/912/914,1993,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0781
COMERCIALES PESADOS,MERCEDES BENZ,ATEGO,1725,2007,Timeout global de extracción agotado (15s),17.6956
COMERCIALES PESADOS,MERCEDES BENZ,AXOR,3340 K/S,2005,Timeout global de extracción agotado (15s),19.9690
COMERCIALES PESADOS,MERCEDES BENZ,AXOR,3340K,2007,Timeout global de extracción agotado (15s),16.6921
COMERCIALES PESADOS,MERCEDES BENZ,LS 2638,LS 2638,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0641
COMERCIALES PESADOS,MERCEDES BENZ,O 500 M,O 500 M,,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",21.8768
COMERCIALES PESADOS,SCANIA,L113 CL,L113 CL,1998,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0622
COMERCIALES PESADOS,SCANIA,SERIE G,G360 A6X2,,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0531
COMERCIALES PESADOS,SCANIA,SERIE G,G410 8X4,2015,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0706
COMERCIALES PESADOS,VOLKSWAGEN,VOLKSBUS,17.240 OT,2005,Timeout global de extracción agotado (15s),17.2183
COMERCIALES PESADOS,VOLKSWAGEN,VOLKSBUS,17.240 OT,2006,Timeout global de extracción agotado (15s),15.8622
COMERCIALES PESADOS,VOLKSWAGEN,VOLKSBUS,17.240 OT,2007,Timeout global de extracción agotado (15s),17.0826
COMERCIALES PESADOS,VOLKSWAGEN,VOLKSBUS,18.320 EOT,2016,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0651
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,13180,,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0651
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,17210,2005,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",29.1046
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,6.5,2007,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",21.0167
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,6.5,2011,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0401
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,6.5,2012,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",21.2403
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,9.150 E,2016,"Error HTTP en paginación: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",21.4959
COMERCIALES PESADOS,VOLKSWAGEN,WORKER,9160 OD,,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0648
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM17 240 4X2,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0597
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM17 240 4X2,2008,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0657
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM17 240 4X2,2009,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0431
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM17 240 4X2,2010,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0537
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 4X2 R,2006,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0722
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 4X2 R,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0537
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 4X2 R,2011,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0558
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 4X2 R,2012,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0503
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 6X2 R,2013,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0796
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 6X2 R,2014,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0643
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 6X2 R,2015,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0676
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM210 6X2 R,2016,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0491
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220,2016,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0743
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220,2017,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0752
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220,2018,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0489
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220,2019,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0458
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 4X2,2017,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0755
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 4X2,2018,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0504
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 4X2,2019,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0464
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 4X2,2020,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0524
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 6X2,2017,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0600
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 6X2,2018,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0472
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 6X2,2019,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0659
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 6X2,2020,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0511
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM220 6X4,,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0580
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 210 6X2,2005,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0521
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 210 6X2,2006,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0444
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 210 6X2,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0491
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 240 6X2,2005,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0594
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 240 6X2,2006,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0380
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM23 240 6X2,2007,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0583
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM260 4X2 R,2008,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0595
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM260 4X2 R,2009,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0488
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM260 4X2 R,2010,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0521
COMERCIALES PESADOS,VOLVO,VM-SERIES,VM260 4X2 R,2011,"Error HTTP inicial: HTTPSConnectionPool(host='icepar.specparts.shop', port=443): Read timed out. (read timeout=15)",15.0774
