codigo,detail_url,page,arts_articulo,arts_articulo_emp,arts_nombre,arts_descripcion,aplicaciones_ocr,aplicaciones_ocr_count,atributos_ocr,atributos_ocr_count,referencias_ocr,referencias_ocr_count,oem_ocr,oem_ocr_count,processing_seconds
NO542082,https://icepar.specparts.shop/products/detail?slug=norton_no542082-625233,1,,NO542082,Liquid Ice Spray Clean Up 946 ml.,Aplicaciones en Linea Liquid Ice Presentacion x 4 uni. SKU 63642542082 producto lÃ­quido para acabado post pulido automotriz,[],0,[],0,[],0,,,3.4169
TK720328,https://icepar.specparts.shop/products/detail?slug=tekbond_tk720328-625242,1,,TK720328,ESPONJA MAGICA TEKBOND (precio x pack de 3 unidades),"ESPONJA MAGICA TEKBOND (precio x pack de 3 unidades) Elimina estas manchas, araÃ±azos Y lÃ¡pices de colores de la escombros, cepillo, Manos Huellas En Las viejas paredes, cristales, espejos, cerÃ¡mica, Suelos y mesas de madera, enchufes y Espejo interruptor","[""UNIVERSAL UNIVERSAL (0 AL 2026)""]",1,[],0,[],0,,,7.4714
TK708255,https://icepar.specparts.shop/products/detail?slug=tekbond_tk708255-625243,1,,TK708255,CINTA AUTOADHESIVA DE REPARACION TIPO TAPE GRIS,"CINTA AUTOADHESIVA DE REPARACION TIPO TAPE GRIS 48MM X 5 M CaracterÃ­sticas: La Cinta Super Tape de AutofusiÃ³n Tekbond es una cinta multiuso para diversas reparaciones domÃ©sticas. Producida sin ningÃºn tipo de adhesivo, simplemente se adhiere a sÃ­ misma en","[""UNIVERSAL UNIVERSAL (0 AL 2026)""]",1,[],0,[],0,,,6.9274
AP9184,https://icepar.specparts.shop/products/detail?slug=paulucci_ap9184-220197,1,,AP9184,"""T"" DE PURGA EMBRAGUE CHEVROLET CORSA/ASTRA/VECTRA/ONIX/PRISMA",,"[""CHEVROLET ASTRA 18 8V (2000 AL 2003)"", ""CHEVROLET ASTRA 20 16V (2002 AL 2003)"", ""CHEVROLET ASTRA 20 8V (1998 AL 2012)"", ""CHEVROLET ASTRA 20 TD (1999 AL 2003)"", ""CHEVROLET ASTRA 20 TD 16V (1998 AL 2008)"", ""CHEVROLET CORSA 17 TDI (2002 AL 2009)"", ""CHEVROLET CORSA 18 &V (2002 AL 2012)"", ""CHEVROLET MERIVA 17 TDI (2004 AL 2010)"", ""CHEVROLET MERIVA 18 16Â¥V (2003 AL 2006)"", ""CHEVROLET MERIVA 18 8V (2003 AL 2013)"", ""CHEVROLET ONIX 1.4 &V MT (2013 AL 2026)"", ""CHEVROLET PRISMA 14 &8V MT (2013 AL 2026)"", ""CHEVROLET VECTRA 2.0 16V (2008 AL 2012)"", ""CHEVROLET VECTRA 2.4 16V (2006 AL 2011)"", ""CHEVROLET ZAFIRA 2.0 16Â¥ (2001 AL 2009)"", ""CHEVROLET ZAFIRA 2.0 8V (2001 AL 2010)""]",16,[],0,[],0,,,23.5518
AP7300,https://icepar.specparts.shop/products/detail?slug=paulucci_ap7300-342107,1,,AP7300,ADAPTADOR ACOPLE FORD RANGER,COD ORIGINAL AB39-7A512/X,[],0,[],0,[],0,,,3.1717
AP7560,https://icepar.specparts.shop/products/detail?slug=paulucci_ap7560-342108,1,,AP7560,ACOPLE Universal ACT HIDR Ford Fiesta/Ka/Focus/EcoSport 96 en adelante,ACOPLE Universal ACT HIDR Ford Fiesta/Ka/Focus/EcoSport 96 en adelante FTE A01211M01,[],0,[],0,[],0,,,3.2218
AP7301,https://icepar.specparts.shop/products/detail?slug=paulucci_ap7301-448019,1,,AP7301,PURGADOR DE EMBRAGUE FORD RANGER/TRANSIT 2012 +,COD ORIGINAL AB39-7C560-AB AC,"[""FORD RANGER 2.0 4x2 6MT (2023 AL 2026)"", ""FORD RANGER 2.0 4x4 6MT (2023 AL 2026)"", ""FORD RANGER 20 BiT 4X2 10AT (2023 AL 2026)"", ""FORD RANGER 2.0 BiT 4X4 10AT (2023 AL 2026)"", ""FORD RANGER 2.0 BiT DSL 4x4 10AT (2023 AL 2026)"", ""FORD RANGER 2.2 TDCI (2012 AL 2017}"", ""FORD RANGER 2.2 TDCI AT (2021 AL 2026)"", ""FORD RANGER 2.2 TDCI MT (2016 AL 2026)"", ""FORD RANGER 2.5N (2012 AL 2016)"", ""FORD RANGER 2.5N MT (2016 AL 2026)"", ""FORD RANGER 3.0L V6 4X4 10AT (2023 AL 2026)"", ""FORD RANGER 3.2 TDCI (2012 AL 2016)"", ""FORD RANGER 3.2 TDCI AT (2016 AL 2026)"", ""FORD RANGER 3.2 TDCI FX4 (2022 AL 2026)"", ""FORD RANGER 3.2 TDCI MT (2016 AL 2026)"", ""FORD TRANSIT 2.0 MINIBUS 17as 460E AT (2023 AL 2026)"", ""FORD TRANSIT 2.2 TDCI (2012 AL 2026)"", ""FORD TRANSIT 2.4 TDCI (2010 AL 2016)"", ""FORD TRANSIT BEV L2H3 (2022 AL 2026)"", ""PANTHER QUADS RANGER (2012 AL 2026)"", ""POLARIS RANGER (2012 AL 2026)"", ""TIBO RANGER (2012 AL 2026)""]",22,[],0,[],0,,,30.1301
A54011.05,https://icepar.specparts.shop/products/detail?slug=fte_a5401105-556226,1,,A54011.05,CONECTOR CRAPODINA GM ASTRA/ASTRA/CORSA/MONTANA/VECTRA,"""T"" DE PURTA / GM ASTRA/ASTRA/CORSA/MONTANA/VECTRA OEM.13105589 CODO DE CONEXION","[""CHEVROLET ASTRA 17 TDI (1996 AL 1998)"", ""CHEVROLET ASTRA 18 8V (2000 AL 2003)"", ""CHEVROLET ASTRA 20 16V (2002 AL 2003)"", ""CHEVROLET ASTRA 20 8V (1998 AL 2012)"", ""CHEVROLET ASTRA 20 TD (1999 AL 2003)"", ""CHEVROLET ASTRA 20 TD 16V (1998 AL 2008)"", ""CHEVROLET ASTRA 2.4 16V (2005 AL 2010)"", ""CHEVROLET CORSA 14 16Â¥ (1996 AL 2002)"", ""CHEVROLET CORSA 14 &v (2009)"", ""CHEVROLET CORSA 16 &V (2002 AL 2010)"", ""CHEVROLET CORSA 17D (2002 AL 2005)"", ""CHEVROLET MERIVA 17 TDI (2004 AL 2010)"", ""CHEVROLET MERIVA 18 16Â¥V (2003 AL 2006)"", ""CHEVROLET MERIVA 18 8V (2003 AL 2013)"", ""CHEVROLET VECTRA 2.0 16V (2008 AL 2012)"", ""CHEVROLET VECTRA 2.0 16V TDI (1998 AL 2003)"", ""CHEVROLET VECTRA 2.0 &V (1993 AL 1999)"", ""CHEVROLET VECTRA 2.2 16V (1996 AL 2006)"", ""CHEVROLET VECTRA 2.4 16V (2006 AL 2011)""]",19,[],0,"[""SACHS: 85008"", ""SKF: VKCH 4738"", ""SKF: VKCH 5401105"", ""SKF: VKCH4738"", ""SKF: VKCH5401105"", ""TRW: RCTBO0010"", ""ZF: 85008""]",7,,,37.7325
AP7302,https://icepar.specparts.shop/products/detail?slug=paulucci_ap7302-1127078,1,,AP7302,T DE PURGA IDEA / NUEVO IDEA,T,"[""FIAT IDEA 1.4 &V FIRE (2007 AL 2018)"", ""FIAT IDEA 1.6 16V E-TORQ (2010 AL 2020)"", ""FIAT IDEA 1.8 &V (2005 AL 2011)""]",3,[],0,[],0,,,8.8651
PO517,https://icepar.specparts.shop/products/detail?slug=vmg_po517-171446,3,,PO517,PO517 VISCOSO Ford Explorer V6,BA233	22166	PO517	Ford Explorer V6  _x000D_,[],0,[],0,[],0,,,3.2467
